state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
California,Male,Bachelor,,25595.0,101.0,0,Personal Auto,SUV,484.8
Oregon,Male,Bachelor,,58058.0,67.0,0,Personal Auto,Four-Door Car,355.198918
Nevada,Male,Bachelor,,22828.0,106.0,0,Personal Auto,SUV,508.8
Arizona,Female,College,,0.0,81.0,0,Personal Auto,Four-Door Car,390.161912
California,Female,Bachelor,,23815.0,73.0,0,Corporate Auto,Four-Door Car,424.330166
California,Male,Bachelor,,45329.0,65.0,3,Personal Auto,Two-Door Car,312.0
Washington,Male,Master,,59349.0,119.0,0,Personal Auto,SUV,222.032326
Oregon,Male,College,,19794.0,105.0,0,Personal Auto,Four-Door Car,504.0
Arizona,Male,Bachelor,,92401.0,64.0,0,Personal Auto,Four-Door Car,50.359627
Oregon,Male,Bachelor,,0.0,109.0,0,Corporate Auto,SUV,898.430079
Nevada,Female,College,,83000.0,97.0,1,Corporate Auto,Four-Door Car,378.5566
Washington,Female,College,,77693.0,65.0,0,Personal Auto,Four-Door Car,225.045919
Arizona,Female,Bachelor,,62902.0,69.0,0,Personal Auto,Two-Door Car,159.383042
Nevada,Male,Master,,0.0,70.0,2,Personal Auto,Two-Door Car,449.601961
Washington,Male,College,,43386.0,111.0,0,Personal Auto,SUV,413.002348
California,Male,Bachelor,,29120.0,72.0,0,Corporate Auto,Two-Door Car,345.6
Washington,Male,Bachelor,,48893.0,110.0,0,Personal Auto,SUV,787.88953
California,Female,College,,92931.0,146.0,0,Personal Auto,SUV,503.144025
Washington,Female,College,,15462.0,115.0,0,Corporate Auto,Four-Door Car,611.941558
Washington,Male,Bachelor,,0.0,62.0,0,Personal Auto,Two-Door Car,446.4
Washington,Male,College,,70088.0,112.0,0,Personal Auto,SUV,536.481665
Oregon,Male,College,,25558.0,63.0,0,Personal Auto,Four-Door Car,453.6
Arizona,Female,High School or Below,,0.0,112.0,0,Corporate Auto,Sports Car,537.6
Washington,Male,Master,,0.0,134.0,0,Personal Auto,SUV,643.2
Washington,Female,Bachelor,,36328.0,155.0,0,Corporate Auto,SUV,388.148089
Washington,Female,High School or Below,,32948.0,127.0,1,Personal Auto,SUV,1428.972913
California,Male,Bachelor,,69114.0,103.0,0,Personal Auto,SUV,162.199584
Oregon,Female,High School or Below,,45302.0,133.0,0,Personal Auto,SUV,638.4
Arizona,Male,High School or Below,,0.0,88.0,0,Personal Auto,Four-Door Car,110.527627
California,Female,College,,53173.0,112.0,0,Personal Auto,SUV,1169.409787
Arizona,Female,Bachelor,,23904.0,123.0,3,Corporate Auto,SUV,590.4
Arizona,Female,Bachelor,,63774.0,111.0,0,Personal Auto,Four-Door Car,60.036683
California,Male,College,,67544.0,116.0,0,Corporate Auto,SUV,556.8
California,Male,College,,26691.0,65.0,0,Personal Auto,Four-Door Car,312.0
Washington,Female,High School or Below,,0.0,62.0,0,Special Auto,Four-Door Car,297.6
California,Male,College,,58089.0,118.0,0,Corporate Auto,SUV,566.4
Nevada,Male,Bachelor,,0.0,136.0,0,Personal Auto,SUV,652.8
California,Male,Bachelor,,99583.0,64.0,0,Personal Auto,Four-Door Car,99.674341
California,Male,Bachelor,,0.0,68.0,0,Personal Auto,Four-Door Car,271.489602
Oregon,Female,Bachelor,,24410.0,73.0,0,Corporate Auto,Four-Door Car,350.4
California,Female,Bachelor,,68956.0,118.0,2,Personal Auto,SUV,118.538444
California,Female,High School or Below,,0.0,73.0,0,Personal Auto,Four-Door Car,298.671049
Nevada,Female,College,,20588.0,113.0,0,Personal Auto,SUV,586.390393
Oregon,Male,Bachelor,,37840.0,90.0,0,Corporate Auto,Four-Door Car,432.0
Oregon,Female,Bachelor,,43440.0,74.0,0,Personal Auto,Four-Door Car,128.21198
Nevada,Female,Master,,83195.0,73.0,1,Personal Auto,Two-Door Car,332.693627
California,Female,High School or Below,,0.0,70.0,0,Personal Auto,Four-Door Car,336.0
Oregon,Male,High School or Below,,43209.0,110.0,0,Personal Auto,Sports Car,528.0
California,Female,High School or Below,,37308.0,115.0,0,Personal Auto,SUV,552.0
Arizona,Male,Master,,22239.0,62.0,0,Personal Auto,Four-Door Car,297.6
California,Female,Doctor,,66106.0,95.0,1,Personal Auto,Two-Door Car,250.323257
Nevada,Male,High School or Below,,97065.0,117.0,0,Personal Auto,SUV,561.6
Oregon,Male,College,,24910.0,69.0,0,Personal Auto,Two-Door Car,746.107437
Oregon,Male,Master,,49414.0,68.0,5,Personal Auto,Four-Door Car,159.631303
Arizona,Female,High School or Below,,61148.0,132.0,0,Personal Auto,Sports Car,98.206649
Arizona,Female,Bachelor,,52494.0,119.0,0,Corporate Auto,Two-Door Car,571.2
Arizona,Male,High School or Below,,20538.0,104.0,0,Personal Auto,SUV,499.2
Arizona,Male,High School or Below,,0.0,89.0,0,Personal Auto,Two-Door Car,538.689882
Washington,Male,High School or Below,,73716.0,103.0,0,Special Auto,Sports Car,162.662641
Washington,Male,Bachelor,,26790.0,71.0,0,Personal Auto,Two-Door Car,340.8
Oregon,Male,Bachelor,,0.0,65.0,0,Corporate Auto,Four-Door Car,468.0
Oregon,Male,High School or Below,,53252.0,117.0,0,Personal Auto,SUV,561.6
California,Male,Doctor,,24164.0,137.0,0,Personal Auto,Sports Car,657.6
California,Female,High School or Below,,20090.0,109.0,0,Special Auto,Sports Car,523.2
Arizona,Male,College,,81721.0,63.0,0,Personal Auto,Four-Door Car,133.90029
Washington,Female,High School or Below,,18495.0,113.0,0,Personal Auto,SUV,542.4
California,Male,Bachelor,,42314.0,80.0,0,Personal Auto,Four-Door Car,56.39419
California,Female,Bachelor,,89892.0,135.0,0,Personal Auto,SUV,526.248798
California,Male,Bachelor,,0.0,92.0,1,Personal Auto,Two-Door Car,662.4
Oregon,Female,Bachelor,,0.0,117.0,4,Personal Auto,Four-Door Car,91.055318
California,Female,Doctor,,21576.0,65.0,0,Personal Auto,Four-Door Car,312.0
Oregon,Female,High School or Below,,10312.0,78.0,0,Personal Auto,Four-Door Car,486.278557
Arizona,Female,College,,50632.0,62.0,0,Corporate Auto,Two-Door Car,54.961039
California,Female,High School or Below,,0.0,139.0,0,Personal Auto,SUV,1000.8
Oregon,Male,High School or Below,,97917.0,67.0,5,Personal Auto,Two-Door Car,279.184512
Arizona,Male,College,,28280.0,116.0,0,Personal Auto,Sports Car,556.8
California,Female,High School or Below,,86195.0,139.0,0,Special Auto,SUV,601.667902
Nevada,Female,Master,,89797.0,106.0,0,Personal Auto,SUV,70.958361
Arizona,Male,College,,0.0,63.0,0,Personal Auto,Four-Door Car,302.4
Nevada,Male,High School or Below,,0.0,192.0,0,Personal Auto,Luxury SUV,1921.248929
California,Male,College,,33635.0,240.0,0,Personal Auto,Luxury SUV,1152.0
Oregon,Male,Bachelor,,29790.0,194.0,0,Personal Auto,Luxury SUV,931.2
Arizona,Male,High School or Below,,44656.0,70.0,0,Personal Auto,Two-Door Car,336.0
Arizona,Male,Doctor,,40870.0,105.0,0,Personal Auto,SUV,504.0
California,Male,College,,0.0,117.0,0,Corporate Auto,Sports Car,94.94292
California,Female,High School or Below,,28363.0,133.0,0,Personal Auto,Sports Car,638.4
California,Female,Bachelor,,94508.0,88.0,0,Personal Auto,Four-Door Car,491.384479
Oregon,Male,High School or Below,,0.0,64.0,0,Personal Auto,Four-Door Car,324.695555
Oregon,Male,Doctor,,0.0,124.0,0,Personal Auto,SUV,696.034509
Arizona,Male,College,,0.0,77.0,1,Personal Auto,Four-Door Car,554.4
California,Female,Bachelor,,0.0,116.0,0,Corporate Auto,Sports Car,835.2
Oregon,Female,High School or Below,,18017.0,114.0,0,Personal Auto,Four-Door Car,547.2
Washington,Female,High School or Below,,0.0,117.0,0,Personal Auto,SUV,930.594707
Nevada,Male,High School or Below,,63741.0,91.0,0,Corporate Auto,Four-Door Car,36.980596
Oregon,Female,High School or Below,,57078.0,113.0,1,Personal Auto,Sports Car,542.4
Oregon,Female,High School or Below,,0.0,67.0,0,Special Auto,Four-Door Car,458.661381
Oregon,Female,Bachelor,,25239.0,100.0,0,Personal Auto,SUV,150.96491
Oregon,Female,High School or Below,,29227.0,74.0,0,Special Auto,Two-Door Car,421.19002
California,Female,Bachelor,,60021.0,99.0,0,Special Auto,Four-Door Car,882.871945
Oregon,Female,Bachelor,,0.0,73.0,0,Personal Auto,Four-Door Car,780.57363
Nevada,Male,High School or Below,,83208.0,68.0,0,Special Auto,Four-Door Car,325.866271
Oregon,Female,Bachelor,,25983.0,90.0,0,Corporate Auto,Four-Door Car,432.0
Oregon,Female,High School or Below,,25965.0,65.0,0,Corporate Auto,Four-Door Car,329.206567
Arizona,Female,College,,22679.0,72.0,0,Personal Auto,Two-Door Car,345.6
Arizona,Male,High School or Below,,41186.0,70.0,4,Personal Auto,Four-Door Car,242.320409
California,Female,High School or Below,,0.0,67.0,0,Personal Auto,Four-Door Car,445.702958
California,Male,College,,29070.0,61.0,2,Personal Auto,Two-Door Car,292.8
Nevada,Female,Bachelor,,0.0,63.0,0,Personal Auto,Four-Door Car,302.4
California,Female,College,,33485.0,63.0,0,Personal Auto,Four-Door Car,343.705799
Washington,Female,High School or Below,,58206.0,64.0,0,Personal Auto,Four-Door Car,454.188803
Oregon,Male,High School or Below,,87492.0,62.0,0,Personal Auto,Two-Door Car,264.461805
Oregon,Male,Bachelor,,0.0,98.0,0,Personal Auto,Four-Door Car,705.6
Nevada,Male,Bachelor,,20757.0,102.0,3,Corporate Auto,Four-Door Car,216.4268
Oregon,Female,College,,23449.0,61.0,0,Corporate Auto,Four-Door Car,292.8
Arizona,Male,College,,0.0,192.0,0,Personal Auto,Luxury SUV,921.6
Nevada,Female,College,,60455.0,104.0,0,Personal Auto,SUV,499.2
Washington,Male,High School or Below,,0.0,89.0,4,Personal Auto,Four-Door Car,640.8
California,Male,High School or Below,,53588.0,77.0,0,Personal Auto,Four-Door Car,369.6
California,Male,Doctor,,40870.0,105.0,0,Corporate Auto,SUV,504.0
Arizona,Male,Bachelor,,0.0,71.0,0,Personal Auto,Two-Door Car,340.8
Nevada,Female,High School or Below,,0.0,129.0,0,Corporate Auto,Sports Car,1267.549091
Washington,Female,High School or Below,,45128.0,72.0,0,Special Auto,Four-Door Car,66.667784
California,Male,Bachelor,,90874.0,137.0,4,Personal Auto,SUV,459.785009
Arizona,Female,High School or Below,,52823.0,95.0,0,Personal Auto,Two-Door Car,125.768818
California,Male,College,,26784.0,67.0,0,Corporate Auto,Four-Door Car,482.4
Oregon,Male,College,,22354.0,118.0,0,Personal Auto,SUV,775.526054
Oregon,Male,College,,54420.0,80.0,0,Personal Auto,Four-Door Car,576.0
Oregon,Female,College,,50800.0,112.0,0,Corporate Auto,Sports Car,621.218119
Oregon,Female,College,,0.0,87.0,1,Personal Auto,Four-Door Car,417.6
Arizona,Male,College,,84583.0,65.0,0,Corporate Auto,Four-Door Car,238.868659
Nevada,Male,Bachelor,,33701.0,88.0,3,Personal Auto,Four-Door Car,460.815578
California,Female,Bachelor,,0.0,63.0,0,Corporate Auto,Four-Door Car,462.63613
Arizona,Female,Doctor,,68931.0,66.0,0,Corporate Auto,Four-Door Car,309.577946
Oregon,Male,College,,0.0,105.0,0,Personal Auto,Four-Door Car,504.0
Arizona,Male,High School or Below,,0.0,115.0,1,Corporate Auto,SUV,828.0
Arizona,Male,College,,29318.0,198.0,5,Personal Auto,SUV,1386.824722
Oregon,Female,College,,41503.0,73.0,0,Personal Auto,Two-Door Car,15.001594
Oregon,Male,High School or Below,,0.0,126.0,0,Personal Auto,SUV,604.8
California,Female,Bachelor,,0.0,69.0,0,Personal Auto,Two-Door Car,427.25055
Oregon,Male,Bachelor,,25905.0,63.0,0,Personal Auto,Four-Door Car,302.4
Oregon,Female,College,,0.0,116.0,0,Personal Auto,Sports Car,835.2
Nevada,Female,College,,40046.0,73.0,0,Personal Auto,Four-Door Car,118.509791
California,Female,High School or Below,,58577.0,110.0,0,Personal Auto,SUV,303.872752
California,Male,Bachelor,,70129.0,103.0,1,Personal Auto,Four-Door Car,130.495798
Nevada,Male,Master,,91268.0,229.0,0,Corporate Auto,Luxury Car,737.737825
California,Female,College,,12902.0,139.0,0,Personal Auto,Sports Car,667.2
Oregon,Female,High School or Below,,62053.0,134.0,0,Personal Auto,SUV,614.03209
Nevada,Female,Bachelor,,30389.0,73.0,0,Personal Auto,Four-Door Car,278.932051
Nevada,Male,Bachelor,,15585.0,65.0,0,Personal Auto,Two-Door Car,67.618365
Arizona,Male,College,,23091.0,96.0,5,Personal Auto,Four-Door Car,460.8
California,Female,College,,22571.0,63.0,0,Personal Auto,Four-Door Car,302.4
Oregon,Male,High School or Below,,0.0,61.0,0,Personal Auto,Four-Door Car,691.677138
Oregon,Female,College,,0.0,82.0,3,Personal Auto,Two-Door Car,393.6
California,Male,College,,73976.0,73.0,0,Personal Auto,Four-Door Car,338.529369
Oregon,Female,Bachelor,,30814.0,87.0,0,Personal Auto,Four-Door Car,417.6
Arizona,Female,Bachelor,,80681.0,74.0,0,Corporate Auto,Four-Door Car,355.2
Oregon,Female,High School or Below,,60934.0,82.0,0,Personal Auto,Two-Door Car,393.6
Oregon,Male,High School or Below,,0.0,62.0,2,Corporate Auto,Two-Door Car,446.4
California,Female,College,,80797.0,64.0,0,Personal Auto,Four-Door Car,300.940297
Oregon,Male,College,,89410.0,74.0,0,Personal Auto,Four-Door Car,95.997363
Nevada,Male,Bachelor,,52728.0,127.0,1,Corporate Auto,SUV,609.6
Nevada,Female,Bachelor,,43199.0,61.0,0,Personal Auto,Four-Door Car,334.007478
Arizona,Female,Bachelor,,43510.0,83.0,0,Personal Auto,Four-Door Car,238.088581
Washington,Female,Bachelor,,28909.0,66.0,0,Personal Auto,Two-Door Car,456.702735
Oregon,Female,Master,,0.0,122.0,0,Personal Auto,Sports Car,650.52179
Oregon,Female,Bachelor,,71176.0,91.0,2,Personal Auto,Two-Door Car,278.072755
California,Male,Bachelor,,84429.0,123.0,0,Personal Auto,SUV,115.07234
California,Male,Bachelor,,61613.0,61.0,1,Special Auto,Four-Door Car,40.562432
California,Male,Master,,68370.0,80.0,0,Personal Auto,Four-Door Car,244.158446
California,Female,College,,52389.0,72.0,1,Personal Auto,Four-Door Car,345.6
Oregon,Female,High School or Below,,64478.0,103.0,0,Personal Auto,SUV,8.281829
Washington,Female,High School or Below,,59207.0,116.0,0,Personal Auto,Four-Door Car,556.8
Nevada,Female,High School or Below,,17162.0,96.0,0,Corporate Auto,Four-Door Car,460.8
Nevada,Male,Bachelor,,0.0,101.0,4,Personal Auto,SUV,960.115399
California,Male,Bachelor,,14973.0,115.0,0,Personal Auto,SUV,828.0
California,Male,College,,56342.0,69.0,0,Special Auto,Four-Door Car,331.2
Oregon,Female,Bachelor,,73054.0,106.0,1,Personal Auto,SUV,419.365958
Nevada,Male,Bachelor,,21586.0,106.0,0,Personal Auto,Two-Door Car,1056.291709
Oregon,Female,High School or Below,,0.0,117.0,0,Special Auto,SUV,842.4
Oregon,Female,High School or Below,,24193.0,185.0,0,Personal Auto,Sports Car,785.367947
Oregon,Female,College,,84815.0,68.0,0,Personal Auto,Four-Door Car,279.996658
Oregon,Female,High School or Below,,18495.0,113.0,0,Corporate Auto,SUV,542.4
California,Male,Bachelor,,36554.0,70.0,1,Personal Auto,Two-Door Car,433.38842
Oregon,Female,Bachelor,,0.0,68.0,0,Personal Auto,Four-Door Car,656.959783
Oregon,Male,High School or Below,,99845.0,110.0,1,Corporate Auto,SUV,528.0
California,Female,College,,0.0,69.0,0,Corporate Auto,Two-Door Car,344.469652
California,Male,Bachelor,,10853.0,104.0,0,Corporate Auto,SUV,350.306385
California,Female,Master,,23749.0,77.0,0,Personal Auto,Four-Door Car,151.550875
Oregon,Female,College,,0.0,69.0,2,Corporate Auto,Four-Door Car,331.2
California,Male,Bachelor,,0.0,88.0,0,Personal Auto,Four-Door Car,422.4
Oregon,Male,College,,92783.0,61.0,0,Personal Auto,Two-Door Car,6.671268
Arizona,Female,Doctor,,83502.0,68.0,0,Personal Auto,Four-Door Car,368.963633
Oregon,Male,College,,83846.0,74.0,3,Personal Auto,Four-Door Car,355.2
Oregon,Female,High School or Below,,18606.0,110.0,1,Personal Auto,SUV,568.844905
Arizona,Male,Doctor,,72191.0,68.0,0,Personal Auto,Four-Door Car,209.387509
Oregon,Male,College,,57733.0,66.0,0,Personal Auto,Two-Door Car,393.528054
Arizona,Male,Doctor,,63688.0,99.0,0,Personal Auto,Four-Door Car,475.2
California,Female,College,,55855.0,79.0,0,Personal Auto,Four-Door Car,272.9955
Oregon,Female,Bachelor,,60021.0,99.0,0,Special Auto,Four-Door Car,882.871945
Arizona,Male,High School or Below,,0.0,73.0,0,Corporate Auto,Two-Door Car,496.474767
California,Male,High School or Below,,74300.0,122.0,0,Personal Auto,SUV,354.55391
Washington,Male,Bachelor,,0.0,96.0,0,Corporate Auto,Four-Door Car,460.8
Oregon,Female,High School or Below,,51747.0,71.0,0,Personal Auto,Four-Door Car,340.8
Arizona,Female,High School or Below,,28887.0,73.0,2,Personal Auto,Four-Door Car,425.81795
Arizona,Male,High School or Below,,0.0,189.0,0,Personal Auto,Luxury Car,1415.579302
Nevada,Female,Bachelor,,0.0,68.0,3,Personal Auto,Four-Door Car,546.420009
Nevada,Male,High School or Below,,43540.0,70.0,0,Corporate Auto,Two-Door Car,117.585017
Nevada,Female,Bachelor,,96961.0,64.0,0,Corporate Auto,Two-Door Car,81.377259
Arizona,Female,College,,32799.0,104.0,0,Personal Auto,SUV,499.2
Nevada,Female,Bachelor,,0.0,101.0,0,Personal Auto,SUV,1201.085226
California,Female,Bachelor,,72540.0,88.0,0,Personal Auto,Two-Door Car,631.743039
California,Male,Master,,35173.0,180.0,2,Personal Auto,Sports Car,415.331869
Washington,Female,High School or Below,,65431.0,69.0,0,Personal Auto,Four-Door Car,331.2
Arizona,Female,High School or Below,,0.0,100.0,0,Corporate Auto,SUV,480.0
Washington,Male,Bachelor,,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
Arizona,Male,High School or Below,,0.0,84.0,0,Personal Auto,Four-Door Car,604.8
California,Female,High School or Below,,40672.0,121.0,0,Corporate Auto,SUV,580.8
California,Female,High School or Below,,52583.0,113.0,0,Personal Auto,SUV,528.20086
Arizona,Female,College,,64816.0,69.0,0,Corporate Auto,Four-Door Car,331.2
California,Female,Bachelor,,36685.0,74.0,0,Corporate Auto,Four-Door Car,355.2
Oregon,Male,High School or Below,,0.0,136.0,3,Personal Auto,Sports Car,979.2
California,Female,Master,,77143.0,125.0,3,Personal Auto,SUV,176.006384
Arizona,Male,Master,,60942.0,64.0,0,Special Auto,Two-Door Car,288.205261
Arizona,Female,High School or Below,,0.0,61.0,0,Personal Auto,Two-Door Car,366.604732
Oregon,Female,Master,,21514.0,62.0,0,Personal Auto,Two-Door Car,257.248789
Washington,Male,High School or Below,,25927.0,103.0,0,Personal Auto,SUV,674.973614
Oregon,Female,High School or Below,,25965.0,65.0,0,Personal Auto,Four-Door Car,329.206567
Arizona,Female,Bachelor,,27688.0,92.0,0,Personal Auto,Four-Door Car,572.352362
Oregon,Female,High School or Below,,75490.0,97.0,0,Corporate Auto,Four-Door Car,43.084332
Oregon,Female,Bachelor,,33871.0,136.0,0,Personal Auto,SUV,933.624655
Nevada,Female,College,,0.0,65.0,2,Personal Auto,Four-Door Car,468.0
California,Male,College,,85470.0,109.0,0,Personal Auto,SUV,523.2
Washington,Male,College,,97095.0,70.0,0,Personal Auto,Four-Door Car,208.035411
Washington,Female,College,,73604.0,114.0,0,Personal Auto,SUV,184.222768
California,Male,Bachelor,,0.0,112.0,0,Personal Auto,SUV,1082.898726
California,Female,Bachelor,,40646.0,103.0,0,Personal Auto,Four-Door Car,494.4
Arizona,Female,High School or Below,,74454.0,71.0,0,Personal Auto,Four-Door Car,340.8
Arizona,Female,High School or Below,,18168.0,87.0,0,Personal Auto,Two-Door Car,417.6
Nevada,Male,High School or Below,,0.0,89.0,0,Personal Auto,Two-Door Car,614.572672
Oregon,Male,Master,,0.0,66.0,2,Personal Auto,Four-Door Car,316.8
Arizona,Male,Bachelor,,43597.0,110.0,0,Personal Auto,Two-Door Car,528.0
Oregon,Male,High School or Below,,0.0,140.0,0,Personal Auto,SUV,672.0
Oregon,Male,High School or Below,,66825.0,69.0,0,Personal Auto,Four-Door Car,70.031111
California,Female,High School or Below,,0.0,62.0,5,Personal Auto,Four-Door Car,297.6
California,Male,Bachelor,,0.0,74.0,1,Personal Auto,Four-Door Car,532.8
Oregon,Female,High School or Below,,22448.0,126.0,0,Personal Auto,SUV,604.8
Oregon,Male,College,,42596.0,96.0,0,Personal Auto,Four-Door Car,42.293622
Oregon,Male,Bachelor,,0.0,70.0,0,Corporate Auto,Four-Door Car,646.785442
Arizona,Male,College,,97868.0,70.0,1,Special Auto,Two-Door Car,267.786573
California,Female,High School or Below,,92921.0,112.0,0,Personal Auto,SUV,109.28708
Washington,Male,Bachelor,,41372.0,64.0,0,Personal Auto,Four-Door Car,307.2
California,Female,High School or Below,,26660.0,63.0,0,Personal Auto,Two-Door Car,453.6
Washington,Male,High School or Below,,58851.0,79.0,1,Personal Auto,Four-Door Car,494.187643
California,Male,High School or Below,,95697.0,107.0,0,Corporate Auto,Sports Car,178.006524
California,Female,Master,,0.0,112.0,0,Personal Auto,SUV,537.6
Arizona,Male,Bachelor,,0.0,84.0,1,Personal Auto,Four-Door Car,403.2
Washington,Male,Bachelor,,81741.0,64.0,0,Corporate Auto,Four-Door Car,186.448395
Oregon,Female,College,,48295.0,63.0,0,Personal Auto,Four-Door Car,290.301553
Nevada,Female,High School or Below,,65538.0,72.0,0,Personal Auto,Four-Door Car,261.341223
Oregon,Male,College,,53997.0,69.0,0,Personal Auto,Four-Door Car,345.158393
Oregon,Female,College,,93272.0,95.0,0,Personal Auto,Four-Door Car,281.110788
California,Female,Bachelor,,68899.0,74.0,0,Personal Auto,Two-Door Car,66.103422
California,Male,Bachelor,,0.0,67.0,0,Corporate Auto,Four-Door Car,321.6
Nevada,Female,High School or Below,,0.0,97.0,0,Personal Auto,Four-Door Car,698.4
Oregon,Male,Bachelor,,54950.0,103.0,0,Corporate Auto,SUV,480.578584
California,Male,High School or Below,,96306.0,95.0,1,Personal Auto,Four-Door Car,185.355353
Nevada,Female,Bachelor,,70342.0,96.0,1,Personal Auto,Four-Door Car,685.907341
Arizona,Male,High School or Below,,72421.0,65.0,0,Personal Auto,Four-Door Car,312.0
California,Female,Bachelor,,0.0,132.0,3,Personal Auto,Sports Car,950.4
Oregon,Female,College,,77748.0,72.0,0,Personal Auto,Two-Door Car,7.214579
Oregon,Female,Bachelor,,19096.0,64.0,0,Personal Auto,Two-Door Car,374.8996
Arizona,Female,Master,,73876.0,112.0,0,Personal Auto,Four-Door Car,419.303041
Washington,Male,High School or Below,,0.0,237.0,0,Personal Auto,Luxury Car,1706.4
Oregon,Male,Bachelor,,20742.0,100.0,0,Personal Auto,SUV,455.851876
Arizona,Male,College,,44804.0,114.0,0,Corporate Auto,SUV,778.350073
Arizona,Female,Bachelor,,52993.0,64.0,0,Personal Auto,Four-Door Car,304.699889
Oregon,Female,Bachelor,,49185.0,61.0,0,Corporate Auto,Two-Door Car,126.950071
Oregon,Female,High School or Below,,69240.0,194.0,0,Personal Auto,Luxury SUV,744.769131
Oregon,Female,Bachelor,,26877.0,131.0,0,Personal Auto,SUV,628.8
Arizona,Female,Bachelor,,82828.0,67.0,1,Personal Auto,Four-Door Car,217.472776
California,Male,Bachelor,,99824.0,63.0,0,Special Auto,Four-Door Car,302.4
California,Male,Bachelor,,30352.0,89.0,0,Personal Auto,Four-Door Car,146.110685
Oregon,Male,College,,0.0,69.0,0,Corporate Auto,Two-Door Car,331.2
Oregon,Male,Bachelor,,27681.0,83.0,0,Personal Auto,Two-Door Car,398.4
Nevada,Female,Bachelor,,85478.0,103.0,0,Personal Auto,Two-Door Car,224.159416
Oregon,Female,High School or Below,,94310.0,70.0,4,Corporate Auto,Four-Door Car,430.769347
Oregon,Female,College,,13663.0,97.0,0,Corporate Auto,Four-Door Car,465.6
Arizona,Female,High School or Below,,10384.0,151.0,0,Personal Auto,SUV,914.434097
California,Male,Doctor,,17272.0,93.0,0,Personal Auto,Two-Door Car,446.4
Nevada,Female,College,,64367.0,104.0,0,Personal Auto,SUV,96.431061
Oregon,Male,Bachelor,,47519.0,96.0,0,Personal Auto,Two-Door Car,245.248248
Arizona,Male,College,,26263.0,85.0,0,Special Auto,Two-Door Car,475.159732
Oregon,Male,Bachelor,,0.0,63.0,0,Personal Auto,Two-Door Car,556.85728
California,Female,High School or Below,,0.0,93.0,0,Personal Auto,Two-Door Car,855.341729
California,Female,High School or Below,,77309.0,83.0,0,Personal Auto,Two-Door Car,596.320943
Oregon,Female,College,,50876.0,61.0,0,Personal Auto,Four-Door Car,171.248196
Oregon,Male,Bachelor,,20284.0,65.0,1,Personal Auto,Four-Door Car,532.806637
California,Male,College,,22567.0,69.0,0,Personal Auto,Four-Door Car,496.8
California,Male,Bachelor,,63546.0,64.0,0,Personal Auto,Four-Door Car,131.813652
Nevada,Male,High School or Below,,0.0,89.0,0,Personal Auto,Four-Door Car,640.8
Oregon,Female,College,,28137.0,65.0,0,Personal Auto,Two-Door Car,312.0
California,Male,Master,,22608.0,77.0,0,Personal Auto,Four-Door Car,369.6
California,Male,Bachelor,,92296.0,69.0,0,Corporate Auto,Two-Door Car,331.2
Oregon,Male,College,,0.0,69.0,5,Personal Auto,Two-Door Car,331.2
Washington,Male,High School or Below,,12430.0,73.0,0,Special Auto,Four-Door Car,350.4
Oregon,Female,High School or Below,,0.0,116.0,0,Personal Auto,SUV,1301.796063
Washington,Male,High School or Below,,50470.0,71.0,0,Corporate Auto,Two-Door Car,377.498287
Arizona,Male,High School or Below,,44788.0,61.0,0,Personal Auto,Four-Door Car,386.031248
Nevada,Female,College,,52423.0,119.0,1,Corporate Auto,Four-Door Car,571.2
Nevada,Female,College,,29696.0,139.0,0,Personal Auto,SUV,478.107847
Oregon,Female,College,,26884.0,89.0,0,Special Auto,Four-Door Car,238.132215
California,Male,College,,64388.0,69.0,0,Personal Auto,Two-Door Car,331.2
Oregon,Female,Bachelor,,0.0,61.0,0,Personal Auto,Four-Door Car,292.8
Oregon,Male,High School or Below,,34498.0,83.0,0,Personal Auto,Two-Door Car,398.4
Arizona,Male,Bachelor,,73060.0,108.0,0,Special Auto,SUV,518.4
Oregon,Male,Bachelor,,0.0,63.0,0,Personal Auto,Two-Door Car,453.6
Arizona,Female,Bachelor,,61337.0,105.0,0,Personal Auto,SUV,2.54009
Nevada,Male,College,,0.0,73.0,0,Corporate Auto,Two-Door Car,350.4
Arizona,Female,Bachelor,,59496.0,88.0,0,Personal Auto,Four-Door Car,189.144728
Oregon,Female,Bachelor,,0.0,180.0,0,Personal Auto,Luxury Car,1474.267145
Arizona,Female,Master,,37813.0,78.0,1,Corporate Auto,Four-Door Car,39.781368
Oregon,Female,College,,55907.0,104.0,0,Corporate Auto,SUV,499.2
Arizona,Female,College,,80480.0,72.0,0,Personal Auto,Four-Door Car,242.842607
Oregon,Male,Bachelor,,72734.0,66.0,0,Personal Auto,Two-Door Car,195.218968
Washington,Female,High School or Below,,0.0,72.0,0,Personal Auto,Four-Door Car,22.326388
Arizona,Male,Bachelor,,36548.0,76.0,0,Personal Auto,Four-Door Car,547.2
Arizona,Male,Master,,62113.0,104.0,0,Personal Auto,SUV,5.894778
Arizona,Male,College,,0.0,67.0,0,Personal Auto,Four-Door Car,747.458052
California,Female,Bachelor,,41252.0,109.0,0,Personal Auto,SUV,514.059402
Oregon,Male,High School or Below,,61139.0,76.0,0,Personal Auto,Four-Door Car,364.8
